# score	source	age_h	payout_hint	tags	url	title
6	sn/bitcoin	2.9	-	OPEN_NEED,LOW_COMP	https://stacker.news/items/1553294	Sunday Survey: Is Bitcoin Maximalism dead?
4	sn/bitcoin	5.0	-	OPEN_NEED,LOW_COMP	https://stacker.news/items/1553251	mempool.bitmixlist.org - A mempool.space mirror
4	sn/bitcoin	6.4	-	OPEN_NEED,LOW_COMP	https://stacker.news/items/1553204	If AI is creating abundance how does it impact Bitcoin?
4	github	0.3	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/555	[radar] SN open bounty 2026-08-23T16:36
4	github	1.4	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/554	[radar] SN open bounty 2026-08-23T15:32
4	github	2.1	-	OPEN_ISSUE,LOW_COMP	https://github.com/Ikalus1988/MisakaNet/issues/1258	[Onboarding] Register your agent + submit failures via MCP
4	github	2.4	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/553	[radar] SN open bounty 2026-08-23T14:33
4	github	3.3	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/552	[radar] SN open bounty 2026-08-23T13:40
4	github	4.0	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/551	[radar] SN open bounty 2026-08-23T12:56
2	github	22.4	-	OPEN_ISSUE,LOW_COMP	https://github.com/Wayfare-labs/wayfare/issues/33	Report auth_immutable: whether an issuer's flags can still change
2	github	39.9	-	OPEN_ISSUE,LOW_COMP	https://github.com/SO4-Markets/so4-oracle/issues/772	fail_ok_fail_sequence_counts_all_three_cycles doesn't test a sequence at all — it uses three independent AppState instan
2	github	40.6	-	OPEN_ISSUE,LOW_COMP	https://github.com/SO4-Markets/so4-oracle/issues/757	token_failure_does_not_abort_remaining_tokens checks the cache for the wrong address due to a one-character typo, making
2	github	54.4	-	OPEN_ISSUE,LOW_COMP	https://github.com/Vaulty-X/Vaulty-App/issues/42	Build an anchor-partner deposit webhook ingestion flow
2	github	5.4	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/550	[radar] SN open bounty 2026-08-23T11:30
2	github	7.1	-	OPEN_ISSUE,LOW_COMP	https://github.com/iflytek/domux/issues/20	HER Hack-Astron #4｜Domux 智能家居真实使用案例挑战赛
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/94	[Bug] Enter key after choosing a file doesn't start upload (no form submit path)
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/92	[Bug] maxSizeMB prop silently accepted as NaN / 0 / negative
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/83	[Docs] README payout instructions say Base — bounties pay test USDC on ARC Testnet
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/82	[Bug] fix.py is a stale hardcoded stub
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/76	[Bug] npm test silently skips file_upload_component.test.js
0	github	39.5	-	OPEN_ISSUE	https://github.com/SO4-Markets/so4-oracle/issues/787	mixed_ledger_fail_and_ok_both_logged_in_metrics uses two independent AppState instances instead of testing an actual mix
0	github	10.0	-	OPEN_ISSUE	https://github.com/relayhop/sn-monetization-runtime/issues/545	[radar] SN open bounty 2026-08-23T06:56
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/94	[Bug] Enter key after choosing a file doesn't start upload (no form submit path)
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/93	[Bug] Drag-and-drop path would bypass validation — no dropzone wiring through the validator
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/92	[Bug] maxSizeMB prop silently accepted as NaN / 0 / negative
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/91	[Refactor] Extract shared useFileUpload hook — three drifted copies of one uploader
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/90	[Bug] Double-submit race: rapid clicks fire duplicate POSTs before isUploading flushes
0	github	27.0	-	OPEN_ISSUE	https://github.com/Hazyshades/Sendly-Test-Repo/issues/89	[Bug] No AbortController — unmount mid-upload leaves requests running and setState-after-unmount
